SampleID,GroupLevel2,GroupLevel2_mapped,train,ProjectID
PA242T0814-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0816-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T0818-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0820-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T0822-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T0824-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0826-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0828-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0830-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0832-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0834-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0836-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0838-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0840-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0842-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0844-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0846-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T0848-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1119-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1121-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1123-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1125-J1CHH22GXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1125-J1CHH22GXF2-R007,Gastro,Endoscopy,train,20240613_plasma_preserve_time_test
PA242T1127-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1129-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1131-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1133-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1135-J1CHH22KXF1-JA2AY00D,Colorectal,Endoscopy,valid,JA2AY00D
PA242T1137-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T1139-J1CHH22KXF1-JA2AY00D,Sarcoma,SoftTissue,valid,JA2AY00D
PA242T1141-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1143-J1CHH22KXF1-JA2AY00D,Sarcoma,SoftTissue,valid,JA2AY00D
PA242T1145-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T1147-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1149-J1CHH22KXF1-JA2AY00D,Sarcoma,SoftTissue,valid,JA2AY00D
PA242T1151-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,train,JA2AY00D
PA242T1153-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242T1159-J1CHH22KXF1-JA2AY00D,Gastro,Endoscopy,valid,JA2AY00D
PA242U0159-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24300168-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24300201-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300207-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300209-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300211-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA24300229-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA24300268-J1CHH22NXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300270-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300274-J1CHH22NXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300282-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA24300324-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24310009-J1CHH22KXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA24310074-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA24310077-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA24310079-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA24310146-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24310160-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA24310349-J1CHH22KXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA24320055-K1CHH22NXF2-KZ37,Lung,LungImg,valid,KB5W
PA24320225-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA24330202-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA24340212-K1CHH22NXF1-KZ49,Uterus,Abdominal,train,KZ49
PA24350395-J1CHH22KXF2-KZ41,Lymphoma,Blood,train,KZ41
PA24350434-K1CHH22KXF2-KZ41,Lymphoma,Blood,train,KZ41
PA24360007-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24360013-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24360251-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24360300-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24360307-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24360340-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24360370-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24360388-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24360549-K1CHH22KXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA24360579-K1CHH22KXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA24370027-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24370035-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24370080-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24370350-K1CHH22KXF2-KZ41,Lymphoma,Blood,train,KZ41
PA24370399-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24370452-K1CHH22KXF1-KZ47,Kidney,Abdominal,train,KZ47
PA24380276-K1CHH22NXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24380281-K1CHH22NXF1-KZ47,Kidney,Abdominal,train,KZ47
PA24380441-K1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA24390622-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24390693-J1CHH22KXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA243A0056-K1CHH22NXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243B0416-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243B0419-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243B0528-K1CHH22KXF2-KZ41,Lymphoma,Blood,train,KZ41
PA243B0557-K1CHH22KXF1-KZ49,Uterus,Abdominal,train,KZ49
PA243C0727-J1CHH22KXF1-KBNUY00D,Ovary,Abdominal,train,KBNU
PA243C0728-J1CHH22KXF1-KBNUY00D,Ovary,Abdominal,train,KBNU
PA243C0730-J1CHH22NXF1-KBNUY00D,Ovary,Abdominal,train,KBNU
PA243C0731-J1CHH22NXF1-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA243C0734-J1CHH22NXF1-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA243C0736-J1CHH22NXF1-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA243D0265-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243D0297-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243D0505-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA243E0233-K1CHH22NXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243E0787-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0788-J1CHH22NXF1-KZ42,Cervical,Cytology,train,KZ42
PA243E0789-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0791-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0792-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0793-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0794-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0796-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0797-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA243E0798-J1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA243E0799-J1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA243F0628-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA243H0079-K1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243H0081-K1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA243K0058-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243K0063-K1CHH22NXF1-KZ47,Kidney,Abdominal,train,KZ47
PA243K0467-K1CHH22NXF1-KZ47,Urothelium,Blood,train,KZ47
PA243K0552-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243K0637-K1CHH22KXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA243L0268-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243L0458-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA243L0585-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA243L0894-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243M0227-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243M0783-K1CHH22KXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA243M0859-K1CHH22KXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA243N0399-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243N0530-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243N0538-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243N0550-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243N0599-K1CHH22GXF1-KZ54,Cervical,Cytology,train,KZ54
PA243Q0049-J1CHH22KXF1-KZ49,Ovary,Abdominal,train,KZ49
PA243Q0100-K1CHH22NXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243S0602-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243S0623-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243S0766-K1CHH22NXF1-KBNNY00D,Esophagus,Endoscopy,valid,KBNN
PA243T0029-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0521-K1CHH22GXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA243T0547-K1CHH22NXF1-KZ47,Kidney,Abdominal,train,KZ47
PA243T0577-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0586-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243T0596-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0647-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0661-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0677-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243T0680-K1CHH22KXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA243U0344-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243U0354-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243U0366-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA243U0387-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA243U0470-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0471-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0472-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA243U0473-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA243U0474-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0477-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA243U0483-K1CHH22KXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0485-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0486-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0577-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA243U0580-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0582-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0583-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA243U0585-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA243U0759-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA243U0760-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0761-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0762-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA243U0763-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA243U0766-J1CHH22GXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0767-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0769-J1CHH22GXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0771-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA243U0773-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0774-J1CHH22GXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243U0775-J1CHH22NXF1-KBEXY00D,Ovary,Abdominal,train,KBEX
PA243V0599-J1CHH22GXF1-KZ54,Cervical,Cytology,train,KZ54
PA243V0601-J1CHH22GXF1-KZ54,Cervical,Cytology,valid,KZ54
PA243V0603-J1CHH22GXF1-KZ54,Cervical,Cytology,train,KZ54
PA243V0605-J1CHH22GXF1-KZ54,Cervical,Cytology,valid,KZ54
PA243V0815-K1CHH22NXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0817-K1CHH22NXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0819-K1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0821-K1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0825-K1CHH22NXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0827-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0829-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0839-K1CHH22NXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0843-K1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0851-K1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0859-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,valid,KZ60
PA243V0863-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0865-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0873-K1CHH22NXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243V0875-J1CHH22GXF1-KZ60,Colorectal,Endoscopy,train,KZ60
PA243W0006-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243W0009-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA243W0067-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24400208-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24400578-J1CHH22NXF1-KZ54,Cervical,Cytology,train,KZ54
PA24400615-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24400624-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24400629-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24400633-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24400640-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24420436-K1CHH22KXF1-KZ54,Cervical,Cytology,train,KZ54
PA24430198-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24430234-J1CHH22KXF1-KZ54,Cervical,Cytology,train,KZ54
PA24430236-K1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA24430357-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24430363-K1CHH22KXF1-KZ47,Kidney,Abdominal,train,KZ47
PA24430368-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24430397-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24430404-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24430411-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24430420-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24430428-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24430510-K1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA24440363-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA24440374-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24440380-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24440606-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA24440621-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA24480144-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24480155-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24480162-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24490622-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24490633-J1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA24490660-K1CHH22GXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490662-K1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA24490664-J1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA24490665-J1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA24490666-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490667-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490668-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490670-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490671-K1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490672-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490673-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490674-K1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA24490675-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490677-K1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490678-K1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA24490679-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244A0219-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244A0232-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244A0265-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244A0628-K1CHH22GXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244A0636-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244B0489-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244B0496-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244B0577-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244B0817-J1CHH22KXF3-KZ41,Lymphoma,Blood,train,KZ41
PA244C0704-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244E0129-K1CHH22GXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244E0131-J1CHH22GXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244F0467-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244F0476-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244F0484-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244F0496-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244G0106-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244G0112-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244G0433-K1CHH22GXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244G0552-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244G0559-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244H0003-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244H0009-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244H0146-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244H0157-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244H0356-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244H0466-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244J0821-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244L0262-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244N0307-K1CHH22KXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244P0406-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244Q0273-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244Q0279-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244Q0294-J1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244Q0674-K1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244Q0683-J1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244Q0688-K1CHH22NXF1-KZ49,Ovary,Abdominal,train,KZ49
PA244R0462-J1CHH22GXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244R0468-K1CHH22GXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA244R0512-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244R0534-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244R0549-J1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244R0642-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244R0698-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA244R0706-K1CHH22GXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244S0213-K1CHH22NXF1-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA244S0971-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0972-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0973-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0974-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0980-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0981-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0982-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0983-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0984-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0986-K1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA244S0987-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0988-K1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA244S0989-J1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0990-J1CHH22NXF1-KZ42,Cervical,Cytology,train,KZ42
PA244S0991-K1CHH22KXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0992-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0993-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0996-J1CHH22NXF1-KZ42,Cervical,Cytology,valid,KZ42
PA244S0997-K1CHH22KXF1-KZ42,Cervical,Cytology,train,KZ42
PA244T0485-K1CHH22NXF1-KZ54,Cervical,Cytology,valid,KZ54
PA244U0219-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA244U0220-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA244U0222-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA244U0223-J1CHH22GXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA244U0224-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA244U0225-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA244U0255-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,train,JA3O
PA244U0256-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA244U0257-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,valid,JA3O
PA244U0258-J1CHH22NXF1-JA3OY00D,Urothelium,Blood,train,JA3O
